record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1392,2001,4,17,4/17/2001,14:16:00,NC,0,0,0,34.87,-76.48,34.87,-76.48,0.5,100
1393,2001,5,19,5/19/2001,17:25:00,NC,0,0,0,36.42,-78.35,36.42,-78.35,0.1,25
1394,2001,5,19,5/19/2001,17:45:00,NC,0,0,0,36.43,-78.23,36.43,-78.23,0.1,25
1395,2001,5,28,5/28/2001,11:33:00,NC,0,0,0,35.63,-75.48,35.6,-75.48,0.5,50
1396,2001,6,1,6/1/2001,12:00:00,NC,0,0,0,35.78,-78.8,35.78,-78.8,0.1,25
1397,2001,6,1,6/1/2001,17:00:00,NC,1,3,0,36.33,-77.13,36.3,-77.17,0.5,100
1398,2001,6,9,6/9/2001,13:15:00,SC,0,0,0,34.62,-81.48,34.62,-81.48,0.5,0
1399,2001,6,12,6/12/2001,15:35:00,SC,0,0,0,32.77,-80.9,32.77,-80.9,1,30
1400,2001,6,12,6/12/2001,15:40:00,SC,0,0,0,32.83,-80.65,32.83,-80.58,2,40
1401,2001,6,12,6/12/2001,16:30:00,SC,1,0,0,32.87,-81.12,32.93,-81.05,6,75
1402,2001,6,12,6/12/2001,17:33:00,SC,0,0,0,33.1,-81.02,33.1,-81.02,0.1,30
1403,2001,6,12,6/12/2001,18:10:00,SC,0,0,0,32.6,-80.75,32.62,-80.73,1,40
1404,2001,6,12,6/12/2001,18:25:00,SC,0,0,0,32.3,-80.8,32.3,-80.78,1,40
1405,2001,6,12,6/12/2001,18:55:00,SC,0,0,0,32.35,-80.68,32.35,-80.67,0.5,30
1406,2001,6,12,6/12/2001,19:15:00,SC,0,0,0,32.45,-80.67,32.47,-80.65,1,30
1407,2001,6,12,6/12/2001,21:05:00,SC,0,0,0,32.57,-80.28,32.58,-80.27,1,30
1408,2001,6,13,6/13/2001,12:22:00,SC,0,0,0,34.02,-80.93,34.02,-80.93,0.1,40
1409,2001,7,4,7/4/2001,18:38:00,NC,0,0,0,35.07,-80.47,35.07,-80.47,0.2,0
1410,2001,7,6,7/6/2001,14:05:00,SC,1,0,0,33.78,-78.77,33.78,-78.77,0.1,100
1411,2001,7,6,7/6/2001,14:15:00,SC,2,39,0,33.7,-78.88,33.7,-78.88,4,150
1412,2001,8,18,8/18/2001,12:45:00,NC,0,0,0,34.5,-79.02,34.5,-79.02,0.1,15
1413,2001,9,11,9/11/2001,12:48:00,NC,0,0,0,33.9,-78.47,33.9,-78.48,0.3,20
1414,2001,9,24,9/24/2001,16:00:00,NC,0,0,0,36.22,-77.12,36.22,-77.12,1,50
1415,2002,5,4,5/4/2002,18:30:00,SC,0,0,0,33.17,-80.55,33.17,-80.55,0.2,25
1416,2002,5,4,5/4/2002,18:55:00,SC,0,0,0,33.1,-80.35,33.1,-80.35,0.2,25
1417,2002,5,4,5/4/2002,19:10:00,SC,0,0,0,32.98,-80.05,32.98,-80.05,0.1,20
1418,2002,5,13,5/13/2002,19:25:00,NC,0,0,0,35.85,-77.07,35.85,-77.07,0.5,100
1419,2002,7,15,7/15/2002,17:20:00,SC,0,0,0,32.78,-79.93,32.78,-79.93,0.6,30
1420,2002,7,24,7/24/2002,15:55:00,NC,0,0,0,33.93,-78.35,33.95,-78.38,2,50
1421,2002,8,26,8/26/2002,7:05:00,NC,0,0,0,35.35,-75.52,35.35,-75.52,0.1,50
1422,2002,9,10,9/10/2002,10:05:00,NC,0,0,0,35.12,-75.98,35.12,-75.98,0.1,20
1423,2002,9,28,9/28/2002,16:20:00,SC,0,0,0,32.92,-80.02,32.93,-80,0.5,25
1424,2002,10,11,10/11/2002,0:05:00,NC,1,0,0,35.6,-78.17,35.6,-78.17,4,75
1425,2002,10,11,10/11/2002,0:10:00,NC,1,0,0,35.68,-78.07,35.68,-78.07,2,50
1426,2002,10,11,10/11/2002,11:02:00,SC,2,8,0,33.37,-79.3,33.37,-79.3,1.2,40
1427,2002,10,11,10/11/2002,11:15:00,NC,1,0,0,35.7,-77.55,35.8,-77.47,7,100
1428,2002,10,11,10/11/2002,11:38:00,NC,1,0,0,35.82,-77.45,35.82,-77.45,2,50
1429,2002,10,11,10/11/2002,15:38:00,NC,2,0,0,35.58,-76.67,35.58,-76.67,3,200
1430,2002,10,11,10/11/2002,16:45:00,NC,0,0,0,35.53,-76.63,35.53,-76.63,1,50
1431,2002,10,11,10/11/2002,17:40:00,NC,0,0,0,34.88,-76.33,34.88,-76.33,1,100
1432,2002,11,11,11/11/2002,4:22:00,SC,0,0,0,34.68,-82.48,34.7,-82.43,6,50
1433,2002,11,11,11/11/2002,4:30:00,SC,1,0,0,34.72,-82.27,34.72,-82.2,4,100
1434,2002,11,11,11/11/2002,4:45:00,SC,0,2,0,34,-82.48,34,-82.33,9,100
1435,2002,11,11,11/11/2002,5:20:00,SC,0,0,0,33.93,-82.48,33.95,-82.4,5,100
1436,2002,11,11,11/11/2002,5:42:00,SC,1,0,0,34.27,-81.77,34.27,-81.73,1.5,100
1437,2002,11,11,11/11/2002,6:35:00,SC,1,0,0,34.23,-81.42,34.23,-81.4,1.2,100
1438,2003,2,22,2/22/2003,9:05:00,SC,0,0,0,34.92,-81.03,34.92,-81.03,0.2,25
1439,2003,2,22,2/22/2003,16:55:00,NC,0,0,0,34.75,-77.42,34.75,-77.42,0.1,20
1440,2003,4,21,4/21/2003,16:05:00,SC,1,0,0,34.12,-82.38,34.12,-82.38,0.3,100
1441,2003,4,25,4/25/2003,8:42:00,SC,0,0,0,33.35,-80.4,33.42,-80.33,5,60
1442,2003,5,2,5/2/2003,13:55:00,SC,1,1,0,34.83,-82.52,34.83,-82.48,2.3,100
1443,2003,5,5,5/5/2003,23:34:00,SC,1,0,0,33.82,-81.82,33.82,-81.77,3,150
1444,2003,5,5,5/5/2003,23:45:00,SC,0,0,0,33.85,-81.73,33.85,-81.73,0.1,30
1445,2003,5,6,5/6/2003,0:30:00,SC,1,0,0,33.75,-81.57,33.75,-81.57,2,150
1446,2003,5,6,5/6/2003,13:10:00,SC,0,0,0,34.1,-82.6,34.1,-82.55,3,25
1447,2003,5,6,5/6/2003,13:25:00,SC,0,0,0,33.95,-82.3,33.95,-82.25,2,50
1448,2003,5,6,5/6/2003,16:20:00,SC,1,3,0,33.75,-79.5,33.73,-79.43,3.8,25
1449,2003,5,6,5/6/2003,16:58:00,SC,1,0,0,33.05,-80.25,33.03,-80.23,3,75
1450,2003,5,9,5/9/2003,15:10:00,NC,0,0,0,36.52,-77.18,36.52,-77.18,1,50
1451,2003,5,9,5/9/2003,15:20:00,NC,1,0,0,36.45,-77.1,36.38,-77.02,7,100
1452,2003,5,9,5/9/2003,15:50:00,NC,0,0,0,36.2,-76.77,36.2,-76.77,1,50
1453,2003,5,9,5/9/2003,16:00:00,NC,0,0,0,36.18,-76.68,36.18,-76.68,1,50
1454,2003,5,9,5/9/2003,16:08:00,NC,0,0,0,36.5,-78.43,36.5,-78.43,5,50
1455,2003,5,9,5/9/2003,16:30:00,NC,0,0,0,36.33,-78.22,36.33,-78.22,0.5,20
1456,2003,5,9,5/9/2003,16:42:00,NC,1,0,0,35.88,-76.72,35.87,-76.62,1,200
1457,2003,5,9,5/9/2003,17:20:00,NC,0,0,0,36,-77.97,36,-77.97,0.2,20
1458,2003,5,9,5/9/2003,19:10:00,NC,0,0,0,35.23,-77.68,35.23,-77.68,0.1,25
1459,2003,5,10,5/10/2003,19:42:00,NC,0,0,0,35.45,-76.93,35.45,-76.93,0.1,50
1460,2003,5,15,5/15/2003,16:20:00,NC,1,0,0,35.55,-81.4,35.52,-81.37,3,100
1461,2003,5,27,5/27/2003,12:37:00,NC,0,0,0,34.65,-78.03,34.65,-77.9,7.5,30
1462,2003,5,27,5/27/2003,16:30:00,NC,0,0,0,36.02,-80.53,36.02,-80.53,0.8,20
1463,2003,5,31,5/31/2003,15:00:00,NC,0,0,0,35.02,-80.17,35.02,-80.17,0.2,10
1464,2003,5,31,5/31/2003,16:15:00,NC,0,0,0,35.78,-79.37,35.78,-79.37,0.2,10
1465,2003,6,7,6/7/2003,18:55:00,NC,0,2,0,36.52,-76.18,36.52,-76.18,3,100
1466,2003,7,1,7/1/2003,22:02:00,SC,1,0,0,32.83,-81.17,32.93,-81.05,10,100
1467,2003,7,1,7/1/2003,23:15:00,SC,1,0,0,33.07,-80.8,33.07,-80.78,1,100
1468,2003,7,1,7/1/2003,23:26:00,SC,0,0,0,34.32,-82.1,34.35,-82.07,3,200
1469,2003,7,2,7/2/2003,2:00:00,SC,1,0,0,33.6,-79.85,33.63,-79.85,1,100
1470,2003,7,2,7/2/2003,8:55:00,NC,0,0,0,34.78,-76.93,34.78,-76.93,0.1,20
1471,2003,7,2,7/2/2003,9:10:00,NC,0,0,0,34.7,-76.73,34.7,-76.73,0.1,30
1472,2003,7,2,7/2/2003,10:06:00,NC,0,0,0,34.32,-78.52,34.32,-78.52,0.7,30
1473,2003,7,2,7/2/2003,10:55:00,NC,1,0,0,34.6,-77.6,34.6,-77.58,1,50
1474,2003,7,2,7/2/2003,11:10:00,NC,0,0,0,34.83,-77.45,34.83,-77.45,0.1,20
1475,2003,7,2,7/2/2003,11:49:00,NC,0,0,0,35.15,-79.47,35.23,-79.32,10,50
1476,2003,7,2,7/2/2003,12:40:00,NC,0,0,0,35.27,-77.12,35.27,-77.12,0.3,30
1477,2003,7,2,7/2/2003,12:53:00,NC,0,0,0,34.9,-77.53,34.9,-77.53,0.1,20
1478,2003,7,2,7/2/2003,13:00:00,NC,0,0,0,35.07,-77.37,35.07,-77.37,0.1,20
1479,2003,7,2,7/2/2003,18:00:00,NC,1,0,0,34.53,-78.72,34.53,-78.65,0.8,75
1480,2003,7,2,7/2/2003,19:30:00,NC,0,0,0,35.47,-77.43,35.47,-77.43,0.1,30
1481,2003,7,12,7/12/2003,18:25:00,NC,1,0,0,35.42,-81.62,35.35,-81.58,6,200
1482,2003,7,12,7/12/2003,19:00:00,NC,1,0,0,35.37,-81.35,35.3,-81.02,18,200
1483,2003,7,13,7/13/2003,13:15:00,SC,1,0,0,34.78,-82.68,34.73,-82.52,12,75
1484,2003,7,13,7/13/2003,13:20:00,SC,1,0,0,34.8,-82.7,34.75,-82.53,12,75
1485,2003,7,19,7/19/2003,12:58:00,NC,1,0,0,36.43,-80.12,36.42,-80.12,0.4,60
1486,2003,8,6,8/6/2003,10:30:00,NC,0,0,0,35.37,-76.8,35.37,-76.8,0.1,20
1487,2003,8,6,8/6/2003,15:45:00,NC,0,0,0,34.72,-76.7,34.72,-76.7,0.2,20
1488,2003,8,14,8/14/2003,10:01:00,NC,0,0,0,34.93,-76.43,34.93,-76.43,0.1,20
1489,2003,10,16,10/16/2003,17:30:00,NC,1,0,0,35.5,-81.23,35.48,-81.2,1.5,35
1490,2003,11,19,11/19/2003,3:15:00,SC,0,0,0,34.1,-82.6,34.18,-82.38,15,50
1491,2003,11,19,11/19/2003,13:10:00,NC,0,0,0,35.72,-77.27,35.72,-77.27,0,20
1492,2004,4,13,4/13/2004,12:35:00,NC,0,0,0,34.72,-76.7,34.72,-76.7,0.5,25
1493,2004,5,2,5/2/2004,15:15:00,NC,1,0,0,35.5,-78.87,35.5,-78.87,2.3,300
1494,2004,6,4,6/4/2004,9:41:00,NC,0,0,0,35.42,-78.17,35.42,-78.17,0.5,100
1495,2004,6,4,6/4/2004,10:03:00,NC,0,0,0,35.5,-78.07,35.5,-78.07,1,100
1496,2004,6,4,6/4/2004,10:50:00,NC,0,0,0,35.62,-77.92,35.62,-77.92,1,100
1497,2004,6,4,6/4/2004,12:09:00,NC,0,0,0,35.68,-77.47,35.68,-77.47,0.1,25
1498,2004,6,4,6/4/2004,12:15:00,NC,0,0,0,35.72,-77.27,35.72,-77.27,0.1,25
1499,2004,6,4,6/4/2004,13:35:00,NC,0,0,0,35.73,-77,35.73,-77,0.1,25
1500,2004,6,4,6/4/2004,16:15:00,NC,1,1,0,35.92,-76.25,35.92,-76.25,0.1,50
1501,2004,6,7,6/7/2004,9:53:00,NC,0,0,0,34.88,-76.45,34.9,-76.42,1,25
1502,2004,6,7,6/7/2004,16:25:00,NC,0,0,0,34.78,-76.5,34.78,-76.5,0.1,25
1503,2004,6,11,6/11/2004,20:00:00,NC,1,0,0,36.18,-76.68,36.1,-76.62,6,30
1504,2004,6,11,6/11/2004,20:43:00,NC,0,0,0,35.6,-77.6,35.6,-77.6,0.1,20
1505,2004,6,11,6/11/2004,21:00:00,NC,0,0,0,35.92,-76.25,35.92,-76.25,0.1,20
1506,2004,6,12,6/12/2004,19:00:00,SC,1,0,0,33.03,-81.33,33.02,-81.33,3,150
1507,2004,6,15,6/15/2004,6:21:00,SC,0,0,0,32.32,-80.73,32.35,-80.68,0.1,50
1508,2004,6,22,6/22/2004,8:30:00,NC,0,0,0,34.67,-77.15,34.68,-77.13,1,20
1509,2004,6,23,6/23/2004,18:35:00,NC,0,0,0,35.23,-77.42,35.23,-77.42,0.1,30
1510,2004,6,23,6/23/2004,19:17:00,NC,0,0,0,35.12,-77.05,35.12,-77.05,0.1,25
1511,2004,6,23,6/23/2004,19:30:00,NC,0,0,0,35.15,-76.77,35.15,-76.77,0.1,30
1512,2004,6,25,6/25/2004,11:00:00,SC,0,0,0,34.47,-82.62,34.47,-82.62,0.5,25
1513,2004,6,25,6/25/2004,19:00:00,SC,0,0,0,34.45,-82.78,34.48,-82.72,4,50
1514,2004,6,29,6/29/2004,17:25:00,NC,0,0,0,35.32,-77.73,35.32,-77.73,0.1,20
1515,2004,7,17,7/17/2004,15:19:00,NC,0,0,0,34.7,-76.73,34.7,-76.73,0.1,10
1516,2004,7,17,7/17/2004,15:25:00,NC,1,0,0,34.75,-76.57,34.8,-76.57,3,35
1517,2004,8,12,8/12/2004,10:12:00,SC,1,0,0,34.35,-80.87,34.35,-80.83,2,440
1518,2004,8,12,8/12/2004,11:45:00,SC,1,0,0,34.67,-80.02,34.68,-79.9,6,440
1519,2004,8,12,8/12/2004,12:00:00,SC,0,0,0,33.82,-79.07,33.82,-79.05,1,25
1520,2004,8,12,8/12/2004,12:20:00,SC,0,0,0,34.68,-79.68,34.7,-79.65,1.7,25
1521,2004,8,12,8/12/2004,12:40:00,NC,1,0,0,34.82,-79.58,34.88,-79.45,6,50
1522,2004,8,12,8/12/2004,13:47:00,NC,1,4,0,35.3,-79.12,35.33,-79.07,3,100
1523,2004,8,12,8/12/2004,14:25:00,NC,1,0,0,36.52,-79.53,36.52,-79.53,0,20
1524,2004,8,12,8/12/2004,21:55:00,SC,1,0,0,32.78,-79.77,32.78,-79.77,3,100
1525,2004,8,13,8/13/2004,1:55:00,NC,2,29,3,34.4,-77.88,34.47,-77.83,5,500
1526,2004,8,13,8/13/2004,3:11:00,NC,0,0,0,34.9,-77.53,34.9,-77.53,0.1,30
1527,2004,8,13,8/13/2004,3:53:00,NC,1,3,0,34.77,-77.15,34.77,-77.15,0.3,20
1528,2004,8,13,8/13/2004,5:00:00,NC,1,0,0,35.48,-76.82,35.48,-76.82,2,30
1529,2004,8,14,8/14/2004,8:05:00,SC,0,0,0,33.15,-79.53,33.17,-79.5,3.5,50
1530,2004,8,14,8/14/2004,11:30:00,NC,0,0,0,34.75,-77.42,34.75,-77.42,0.1,20
1531,2004,8,14,8/14/2004,13:40:00,NC,0,0,0,35.47,-76.38,35.47,-76.38,0.2,20
1532,2004,8,14,8/14/2004,14:00:00,NC,0,0,0,35.53,-77.38,35.53,-77.38,0.1,20
1533,2004,8,14,8/14/2004,14:15:00,NC,0,0,0,35.92,-76.25,35.92,-76.25,0.1,20
1534,2004,8,14,8/14/2004,16:15:00,NC,1,0,0,35.95,-75.62,35.95,-75.62,0.2,30
1535,2004,8,15,8/15/2004,12:23:00,NC,0,0,0,34.83,-76.75,34.85,-76.77,0.2,20
1536,2004,8,29,8/29/2004,8:10:00,NC,0,0,0,34.75,-79.45,34.75,-79.45,0.5,20
1537,2004,8,29,8/29/2004,10:45:00,NC,0,0,0,35.28,-78.93,35.28,-78.93,0.5,20
1538,2004,8,29,8/29/2004,13:00:00,SC,1,0,0,34.75,-79.8,34.77,-79.78,1,300
1539,2004,8,29,8/29/2004,13:25:00,NC,0,0,0,34.98,-79.18,34.98,-79.18,1,50
1540,2004,9,6,9/6/2004,11:05:00,SC,0,0,0,32.8,-80.5,32.82,-80.5,0.5,40
1541,2004,9,6,9/6/2004,12:40:00,SC,1,0,0,32.22,-80.75,32.22,-80.75,1,75
1542,2004,9,6,9/6/2004,12:55:00,SC,1,1,0,32.25,-81.03,32.27,-81.07,2,100
1543,2004,9,7,9/7/2004,1:20:00,SC,0,0,0,33.73,-80.7,33.75,-80.68,0.5,100
1544,2004,9,7,9/7/2004,1:30:00,SC,0,0,0,32.33,-81.02,32.33,-81.02,0.5,50
1545,2004,9,7,9/7/2004,1:55:00,SC,0,0,0,33.13,-80.35,33.13,-80.35,0.5,40
1546,2004,9,7,9/7/2004,2:46:00,SC,2,3,0,33.83,-80.75,33.87,-80.78,2.5,440
1547,2004,9,7,9/7/2004,3:20:00,SC,0,0,0,33.02,-81.32,33.03,-81.35,2,40
1548,2004,9,7,9/7/2004,3:25:00,SC,1,0,0,34.02,-80.93,34.02,-80.93,1,200
1549,2004,9,7,9/7/2004,3:40:00,SC,0,0,0,33.07,-81.37,33.08,-81.38,1,40
1550,2004,9,7,9/7/2004,4:17:00,SC,0,0,0,33.98,-81,34,-81.02,0.5,100
1551,2004,9,7,9/7/2004,4:35:00,SC,0,0,0,33.23,-81.37,33.23,-81.37,0.5,100
1552,2004,9,7,9/7/2004,5:14:00,SC,0,0,0,33.8,-81.55,33.8,-81.57,0.5,100
1553,2004,9,7,9/7/2004,5:28:00,SC,2,3,0,33.88,-80.38,33.92,-80.38,4,500
1554,2004,9,7,9/7/2004,5:35:00,SC,1,0,0,32.6,-80.97,32.63,-81.02,4,75
1555,2004,9,7,9/7/2004,6:40:00,SC,1,0,0,34.1,-80.3,34.12,-80.35,4,440
1556,2004,9,7,9/7/2004,7:10:00,SC,0,0,0,34.2,-80.27,34.2,-80.28,0.5,100
1557,2004,9,7,9/7/2004,7:18:00,SC,0,0,0,34.22,-80.52,34.25,-80.52,3,400
1558,2004,9,7,9/7/2004,7:35:00,SC,1,0,0,34.35,-80.42,34.4,-80.47,5,440
1559,2004,9,7,9/7/2004,7:48:00,SC,0,0,0,33.6,-80.85,33.62,-80.85,0.5,100
1560,2004,9,7,9/7/2004,7:48:00,SC,0,0,0,33.72,-80.37,33.72,-80.38,0.5,100
1561,2004,9,7,9/7/2004,8:03:00,SC,1,0,0,33.97,-80.48,34,-80.48,3,400
1562,2004,9,7,9/7/2004,8:40:00,SC,1,0,0,34.67,-80.65,34.68,-80.67,2,300
1563,2004,9,7,9/7/2004,9:15:00,SC,3,1,0,34.27,-80.58,34.35,-80.6,7,880
1564,2004,9,7,9/7/2004,9:43:00,SC,2,0,0,35.03,-81.03,35.1,-81.02,3,200
1565,2004,9,7,9/7/2004,10:35:00,SC,0,0,0,34.28,-79.88,34.28,-79.88,1.3,50
1566,2004,9,7,9/7/2004,10:40:00,SC,1,0,0,34.58,-79.83,34.7,-79.88,8,440
1567,2004,9,7,9/7/2004,10:45:00,SC,0,0,0,33.33,-80.93,33.33,-80.95,0.5,100
1568,2004,9,7,9/7/2004,11:10:00,SC,0,0,0,34.5,-79.85,34.5,-79.83,0.7,50
1569,2004,9,7,9/7/2004,11:38:00,NC,1,0,0,34.3,-78.88,34.48,-78.98,10,40
1570,2004,9,7,9/7/2004,12:05:00,SC,1,0,0,34.53,-79.5,34.58,-79.53,5,100
1571,2004,9,7,9/7/2004,12:24:00,NC,1,0,0,34.88,-79.98,34.9,-79.97,2,75
1572,2004,9,7,9/7/2004,12:27:00,SC,1,0,0,34.65,-79.55,34.65,-79.55,0.3,25
1573,2004,9,7,9/7/2004,12:47:00,NC,0,0,0,34.62,-79,34.62,-79,0.1,25
1574,2004,9,7,9/7/2004,13:11:00,SC,1,0,0,34.4,-79.82,34.4,-79.82,0.1,30
1575,2004,9,7,9/7/2004,13:30:00,SC,1,0,0,32.97,-81.12,33.02,-81.15,4.5,100
1576,2004,9,7,9/7/2004,13:50:00,SC,0,0,0,34.5,-79.83,34.57,-79.82,1,150
1577,2004,9,7,9/7/2004,13:53:00,NC,1,0,0,34.38,-79.13,34.43,-79.18,4.2,40
1578,2004,9,7,9/7/2004,13:56:00,NC,0,0,0,34.95,-79.12,34.95,-79.12,0.5,25
1579,2004,9,7,9/7/2004,14:00:00,SC,0,0,0,34.27,-81.28,34.38,-81.2,16,400
1580,2004,9,7,9/7/2004,14:20:00,SC,0,0,0,33.1,-81,33.12,-81,0.5,100
1581,2004,9,7,9/7/2004,15:45:00,SC,0,0,0,34.23,-79.72,34.3,-79.75,1,30
1582,2004,9,7,9/7/2004,16:10:00,NC,0,0,0,34.38,-79.07,34.4,-79.08,1.6,40
1583,2004,9,7,9/7/2004,17:11:00,SC,0,0,0,34.42,-79.27,34.47,-79.3,1.3,30
1584,2004,9,7,9/7/2004,17:30:00,SC,0,0,0,34.62,-82.73,34.63,-82.75,1.2,50
1585,2004,9,7,9/7/2004,18:15:00,SC,1,0,0,34.6,-81.08,34.6,-81.08,0.5,50
1586,2004,9,7,9/7/2004,18:23:00,SC,2,5,0,34.47,-80.12,34.57,-80.13,7,440
1587,2004,9,7,9/7/2004,19:05:00,SC,0,0,0,34.58,-79.73,34.62,-79.77,0.5,25
1588,2004,9,7,9/7/2004,19:05:00,SC,0,0,0,32.92,-81.47,32.93,-81.47,0.5,40
1589,2004,9,7,9/7/2004,19:20:00,SC,0,0,0,33.12,-81.48,33.13,-81.53,1,50
1590,2004,9,7,9/7/2004,22:00:00,SC,1,0,0,34.72,-81.52,34.78,-81.53,4,225
1591,2004,9,8,9/8/2004,2:55:00,NC,0,0,0,35.02,-79.07,35.02,-79.07,0.5,50
1592,2004,9,8,9/8/2004,6:30:00,NC,0,0,0,36.42,-77.43,36.42,-77.43,3,100
1593,2004,9,8,9/8/2004,9:25:00,NC,0,0,0,35.25,-79.22,35.25,-79.22,0.5,25
1594,2004,9,8,9/8/2004,9:30:00,NC,0,0,0,35.38,-79.28,35.38,-79.28,0.5,50
1595,2004,9,8,9/8/2004,10:45:00,NC,0,0,0,35.95,-79.08,35.95,-79.08,0.5,25
1596,2004,9,8,9/8/2004,11:20:00,NC,0,0,0,35.35,-79.05,35.35,-79.05,0.5,25
1597,2004,9,10,9/10/2004,13:28:00,NC,0,0,0,33.97,-78.03,33.97,-78.03,0,30
1598,2004,9,10,9/10/2004,13:45:00,NC,0,0,0,33.93,-78.1,33.93,-78.1,0.2,25
1599,2004,9,16,9/16/2004,12:56:00,SC,0,0,0,33.6,-81.72,33.7,-81.72,6,75
1600,2004,9,16,9/16/2004,14:00:00,SC,1,1,0,34.07,-81.73,34.15,-81.77,6,400
1601,2004,9,16,9/16/2004,15:12:00,SC,0,0,0,34.37,-81.85,34.37,-81.85,0.5,20
1602,2004,9,16,9/16/2004,16:25:00,SC,0,0,0,34.52,-82.87,34.52,-82.87,0.1,15
1603,2004,9,16,9/16/2004,16:35:00,SC,0,0,0,34.63,-82.9,34.68,-82.97,5,50
1604,2004,9,16,9/16/2004,16:40:00,SC,0,0,0,34.3,-82.72,34.3,-82.72,0.1,10
1605,2004,9,16,9/16/2004,16:55:00,SC,1,0,0,34.67,-83.1,34.72,-83.13,4.5,50
1606,2004,9,17,9/17/2004,4:05:00,NC,0,0,0,35.37,-81.43,35.37,-81.43,0.9,40
1607,2004,9,17,9/17/2004,9:09:00,NC,1,0,0,36.18,-79.98,36.38,-79.95,15.3,100
1608,2004,9,17,9/17/2004,10:55:00,NC,0,0,0,35.28,-79.32,35.28,-79.32,0.5,25
1609,2004,9,17,9/17/2004,11:25:00,NC,0,0,0,35.72,-79.25,35.72,-79.25,0.5,25
1610,2004,9,27,9/27/2004,3:45:00,SC,0,0,0,32.78,-80.87,32.8,-80.88,0.5,40
1611,2004,9,27,9/27/2004,6:30:00,SC,0,0,0,33.43,-80.03,33.45,-80.03,1,150
1612,2004,9,27,9/27/2004,8:23:00,SC,1,4,0,33.75,-80.27,33.75,-80.22,3,400
1613,2004,9,27,9/27/2004,10:05:00,SC,1,0,0,33.87,-79.72,33.88,-79.73,0.4,30
1614,2004,9,27,9/27/2004,10:54:00,SC,1,0,0,33.67,-79.4,33.68,-79.42,1.6,30
1615,2004,9,27,9/27/2004,11:39:00,SC,0,0,0,33.65,-81.6,33.7,-81.65,3,100
1616,2004,9,27,9/27/2004,12:03:00,SC,0,0,0,34.22,-80.25,34.3,-80.33,6,80
1617,2004,9,27,9/27/2004,12:25:00,SC,1,0,0,34.23,-79.5,34.25,-79.53,1.5,30
1618,2004,9,27,9/27/2004,12:30:00,SC,0,0,0,34.68,-80.08,34.72,-80.08,3,120
1619,2004,9,27,9/27/2004,12:52:00,SC,0,0,0,34.35,-79.48,34.35,-79.48,0.2,25
1620,2004,9,27,9/27/2004,13:15:00,SC,0,0,0,34.52,-79.65,34.52,-79.65,0.1,25
1621,2004,9,27,9/27/2004,14:39:00,SC,0,0,0,34.08,-81.87,34.12,-81.83,2,80
1622,2004,9,27,9/27/2004,15:08:00,SC,1,0,0,34.33,-81.48,34.33,-81.45,3,220
1623,2004,9,27,9/27/2004,15:30:00,SC,0,0,0,34.03,-81.42,34.05,-81.43,1,80
1624,2004,9,27,9/27/2004,15:41:00,NC,1,0,0,35.17,-79.4,35.25,-79.48,8,200
1625,2004,9,27,9/27/2004,15:44:00,SC,0,0,0,34.35,-81.68,34.38,-81.7,3,100
1626,2004,9,27,9/27/2004,16:20:00,NC,0,0,0,35.42,-79.48,35.42,-79.48,0.5,25
1627,2004,9,27,9/27/2004,17:30:00,NC,0,0,0,35.7,-78.82,35.75,-78.87,4,50
1628,2004,9,27,9/27/2004,17:45:00,NC,0,0,0,35.12,-79.73,35.12,-79.73,0.5,25
1629,2004,9,27,9/27/2004,18:00:00,NC,1,0,0,36,-77.35,36,-77.35,0.2,100
1630,2004,9,27,9/27/2004,18:10:00,NC,0,0,0,35.4,-79.8,35.4,-79.8,1,50
1631,2004,9,27,9/27/2004,19:08:00,SC,2,13,1,34.33,-80.97,34.37,-80.98,2,220
1632,2004,9,27,9/27/2004,20:15:00,SC,1,0,0,35.03,-81.63,35.03,-81.63,0.8,50
1633,2004,9,27,9/27/2004,21:00:00,NC,1,0,0,35.23,-81.53,35.27,-81.55,2,30
1634,2004,10,13,10/13/2004,10:50:00,NC,0,0,0,35.02,-77.2,35.02,-77.2,0.1,10
1635,2004,10,13,10/13/2004,11:20:00,NC,0,0,0,35.1,-77.03,35.1,-77.03,0.1,20
1636,2004,10,13,10/13/2004,12:00:00,NC,0,0,0,35.18,-76.85,35.18,-76.85,0.1,20
1637,2004,10,13,10/13/2004,12:30:00,NC,0,0,0,35.1,-76.72,35.1,-76.72,0.1,20
1638,2004,11,24,11/24/2004,13:25:00,SC,0,0,0,34.65,-81.53,34.65,-81.53,0.5,50
1639,2004,11,24,11/24/2004,14:03:00,SC,0,0,0,33.65,-81.6,33.65,-81.6,0.5,80
1640,2004,12,10,12/10/2004,3:50:00,SC,3,1,0,33.57,-80.83,33.6,-80.82,1.5,80
1641,2004,12,10,12/10/2004,4:00:00,SC,2,1,0,33.65,-80.78,33.65,-80.78,0.5,60
1642,2004,12,10,12/10/2004,4:30:00,SC,0,0,0,33.78,-80.35,33.78,-80.35,0.2,40
1643,2005,1,13,1/13/2005,17:52:00,SC,0,0,0,33.8,-82.2,33.8,-82.2,0.2,40
1644,2005,1,13,1/13/2005,18:13:00,SC,2,1,0,34.4,-82.13,34.55,-82.02,12,350
